paper_id,year,title,raw_authors
hep-th/9702016,1997,Massive current algebra in the many-flavor chiral Gross-Neveu model,Tamas Hauer
hep-th/9706107,1997,Target Space Duality in Noncommutative Geometry,Fedele Lizzi and Richard J. Szabo
hep-th/9708072,1997,Quantisation of Conformal Fields in Three-dimensional Anti-de Sitter Black Hole Spacetime,"Hongsu Kim, Jae-Sok Oh, Changrim Ahn (Ewha Women's Univ., Korea)"
hep-th/9707255,1997,Burgers turbulence with pressure,S. Boldyrev
hep-th/9707093,1997,On The Conformal Field Theory Of The Higgs Branch,Edward Witten
hep-th/9712110,1997,Remarks on Whitham and RG,"Robert Carroll (Mathematics Dept., University of Illinois, Urbana, IL)"
hep-th/9711177,1997,Geometrical Analysis of Brane Creation via M-Theory,Yuhsuke Yoshida
hep-th/9703193,1997,Self-dual Chern-Simons Solitons in the Planar Ferromagnet,"Yoonbai Kim, Phillial Oh and Chaiho Rim"
hep-th/9702097,1997,Supersymmetric Nambu-Jona-Lasinio Model in an External Gravitational Field,"I. L. Buchbinder, T. Inagaki, S. D. Odintsov"
hep-th/9706155,1997,"From M-theory to F-theory, with Branes",Clifford V. Johnson
hep-th/9707105,1997,The Supersymmetric CP problem in Orbifold Compactifications,"D. Bailin, G.V. Kraniotis and A. Love"
hep-th/9703072,1997,"Softly Broken N=2 QCD with Massive Quark Hypermultiplets, I","Luis Alvarez-Gaume, Marcos Marino and Frederic Zamora"
hep-th/9712243,1997,$g/u(1)^d$ parafermions from constrained WZNW theories,A.V.Bratchikov
hep-th/9708065,1997,"Moving Moduli, Calabi-Yau Phase Transitions and Massless BPS Configurations in Type II Superstrings","Klaus Behrndt, Dieter Lust and Wafic A. Sabra"
hep-th/9705228,1997,Time evolution in general gauge theories,Robert Marnelius
hep-th/9711170,1997,Classical anomalies for spinning particles,Jorge Gamboa and Mikhail Plyushchay
hep-th/9701125,1997,On non-abelian generalisation of Born-Infeld action in string theory,A.A. Tseytlin
hep-th/9707198,1997,"Target Space Duality for (0,2) Compactifications",Ralph Blumenhagen
hep-th/9709077,1997,Dynamical symmetry breaking in the external gravitational and constant magnetic fields,"T. Inagaki, S. D. Odintsov, Yu. I. Shil'nov"
hep-th/9710069,1997,On Field Theoretic Generalizations of a Poisson Algebra,I. V. Kanatchikov
hep-th/9706166,1997,Soliton scattering in the O(3) model on a torus,"R. J. Cova (Universidad del Zulia, University of Durham) and W. J. Zakrzewski (University of Durham)"
hep-th/9712155,1997,D-effects in Toroidally Compactified Type II String Theory,B. Pioline (CERN and Ecole Polytechnique)
hep-th/9708156,1997,Relativistic Stationary Schrodinger Equation for Many Particle System and Its Applications,Guang-Jiong Ni
hep-th/9706067,1997,Three-body Generalizations of the Sutherland Problem,C. Quesne
hep-th/9704071,1997,Comments on a Full Quantization of the Torus,J.M. Velhinho
hep-th/9710090,1997,Three-Point Spectral Density in QED and the Ward Identity at Finite Temperature,"Hou Defu, U. Heinz (Uni. of Regensburg)"
hep-th/9708081,1997,The $a_{5}$ heat kernel coefficient on a manifold with boundary,Klaus Kirsten
hep-th/9707212,1997,Singular Yukawa and gauge couplings in d=4 Heterotic String Vacua,"Matthias Klein, Jan Louis"
hep-th/9707221,1997,Quantum Fields at Any Time,C. G. Torre (Utah State U.) and M. Varadarajan (Raman Research Institute)
hep-th/9705112,1997,Intermediate Volumes and the Role of Instantons,Pierre van Baal
hep-th/9704021,1997,Intrinsic Geometry of D-Branes,M. Abou Zeid and C. M. Hull
hep-th/9704065,1997,Fusion rules and singular vectors of the osp(1|2) current algebra,I. P. Ennes and A. V. Ramallo
hep-th/9701013,1997,Scattering processes in the massive Schwinger model,C. Adam
hep-th/9704036,1997,Supersymmetric Lorentz-Covariant Hyperspaces and self-duality equations in dimensions greater than (4|4),C. Devchand and Jean Nuyts
hep-th/9706205,1997,A Diffeomorphism-Invariant Cut-Off Regularization of the Determinant of a Scalar Particle in a Euclidean Gravitational Field,Paul Federbush (University of Michigan)
hep-th/9701033,1997,Quantum gravitational measure for three-geometries,Pawel O. Mazur
hep-th/9705017,1997,Semiclassical Decay of Near-Extremal Black Holes,Ted Jacobson
hep-th/9707190,1997,Moyal Brackets in M-Theory,David B. Fairlie
hep-th/9708073,1997,On the Picard-Fuchs Equations of N=2 Supersymmetric E_6 Yang-Mills Theory,"A.M. Ghezelbash, A. Shafiekhani, M.R. Abolhasani"
hep-th/9711040,1997,Oscillating D-Strings from IIB Matrix Theory,"Anindya K. Biswas, Alok Kumar and Gautam Sengupta"
hep-th/9712136,1997,Newtonian M(atrix) Cosmology,"E. Alvarez, P. Meessen (Universidad Aut\'onoma de Madrid)"
hep-th/9701006,1997,Confinement in 3D Gluodynamics as a 2D Critical Phenomenon,"A. Ferrando (1 and 2), A. Jaramillo (1) and S. Shabanov (1). ((1) Valencia U., (2) MIT)"
hep-th/9711062,1997,Massless Wess-Zumino model as first quantized Siegel superparticle,"A.A. Deriglazov, A.V. Galajinsky and D.M. Gitman"
hep-th/9702139,1997,2d quantum dilaton gravity as/versus finite dimensional quantum mechanical systems,T. Strobl
hep-th/9705086,1997,q-Functional Field Theory for particles with exotic statistics,"K.N.Ilinski, G.V.Kalinin, A.S.Stepanenko (IPhys Group)"
hep-th/9710161,1997,Renormalisation Flow and Geodesics on the Moduli Space of Four Dimensional N=2 Supersymmetric Yang-Mills Theory,Brian P. Dolan
hep-th/9706064,1997,Composite Skyrme Model with Vector Mesons,"Kwanghoon Hahm, KyoungHo Han and H. J. Shin"
hep-th/9704118,1997,Deformed Chern-Simons Theories,"G. Bimonte, R. Musto, A. Stern and P. Vitale"
hep-th/9704146,1997,Modified Kantowski-Sachs Cosmologies from Coset Models,Leopoldo A. Pando Zayas (Department of Theoretical Physics at Moscow State University)
hep-th/9702162,1997,Exact renormalization group analysis in Hamiltonian theory: I. QED Hamiltonian on the light front,"E.L.Gubankova, F.Wegner"
hep-th/9704208,1997,Soliton tunneling,"G. K\""albermann (Faculty of Agriculture and Racah Institute of Physics, Hebrew University, Jerusalem, Israel)"
hep-th/9705062,1997,A note on the Einstein equation in string theory,Sayan Kar
hep-th/9708045,1997,Planar Two-particle Coulomb Interaction: Classical and Quantum Aspects,"Subir Ghosh (Dinabandhu Andrews College, Calcutta)"
hep-th/9701040,1997,Topological Electric Charge,Douglas Singleton
hep-th/9708138,1997,Torsional Topological Invariants (and their relevance for real life),Osvaldo Chandia and Jorge Zanelli
hep-th/9707095,1997,U(1) lattice gauge theory and N=2 supersymmetric Yang-Mills theory,"Jan Ambjorn (Niels Bohr Inst.), Domenec Espriu (Univ. of Barcelona) and Naoki Sasakura (Niels Bohr Inst.)"
hep-th/9711155,1997,Logarithmic conformal field theories with continuous weights,"M. Khorrami, A. Aghamohammadi and M. R. Rahimi Tabar"
hep-th/9701189,1997,Some Properties of the Calogero-Sutherland Model with Reflections,D. Serban
hep-th/9702101,1997,Rotational Invariance in the M(atrix) Formulation of Type IIB Theory,Savdeep Sethi and Leonard Susskind
hep-th/9711189,1997,Equivalence of the Beta-function of the Variational Approach to that of QCD,William E. Brown
hep-th/9710219,1997,Matrix Models and String World Sheet Duality,S. P. de Alwis
hep-th/9706132,1997,"Supersymmetric quantum theory, non-commutative geometry, and gravitation. Lecture Notes Les Houches 1995","J. Froehlich, O. Grandjean, A. Recknagel (ETH Zuerich)"
hep-th/9708016,1997,From the Type I String to M-theory: A Continuous Connection,"Julie D. Blum and Keith R. Dienes (Institute for Advanced Study, Princeton)"
hep-th/9706048,1997,One-Loop Supergravity Corrections to the Black Hole Entropy and Residual Supersymmetry,"R. Kallosh, J. Rahmfeld, Wing Kai Wong"
hep-th/9704206,1997,Supersymmetric Yang-Mills Theory and Riemannian Geometry,Ricardo Schiappa
hep-th/9710032,1997,Chaos in M(atrix) Theory,"I. Ya. Aref'eva, P. B. Medvedev, O. A. Rytchkov and I. V.Volovich"
hep-th/9711064,1997,"Effective actions, relative cohomology and Chern Simons forms","J. A. de Azcarraga, A. J. Macfarlane and J. C. Perez Bueno"
hep-th/9711074,1997,"Elliptic Singularities, \theta-Puzzle and Domain Walls","Cesar Gomez, (I.F.T.-C.S.I.C.)"
hep-th/9708110,1997,Duality and the Renormalization Group,Peter E. Haagensen
hep-th/9708002,1997,Strong Coupling Dynamics of Branes from M-theory,Ashoke Sen
hep-th/9703114,1997,Screening and confinement in large N_f QCD_2 and in N=1 SYM_2,A. Armoni and J. Sonnenschein
hep-th/9710026,1997,D-particle creation on an orientifold plane,Yosuke Imamura
hep-th/9710227,1997,The Schwinger and Thirring models at finite chemical potential and temperature,"Ramon F.Alvarez-Estrada, Angel Gomez Nicola"
hep-th/9707141,1997,Zero Mode and Symmetry Breaking on the Light Front,Koichi Yamawaki (Nagoya University)
hep-th/9701073,1997,The Standard model within noncommutative geometry: a comparison of models,"F. Scheck (Johannes Gutenberg-Universitaet, Mainz)"
hep-th/9703169,1997,Convergence of the Schwinger - DeWitt Expansion for Some Potentials,"V. A. Slobodenyuk (Ulyanovsk State Univ., Ulyanovsk, Russia)"
hep-th/9712143,1997,Branes at Orbifolds versus Hanany Witten in Six Dimensions,Ilka Brunner and Andreas Karch
hep-th/9705157,1997,Gauging the nonlinear sigma-model through a non-Abelian algebra,J. Barcelos-Neto and W. Oliveira
hep-th/9712217,1997,Physical fields and Clifford algebras II. Neutrino field,Vadim V. Varlamov
hep-th/9710213,1997,On the Z_2 Monopole of Spin(10) Gauge Theories,Wang-Chang Su
hep-th/9706204,1997,Absorption of Scalars by Extended Objects,Roberto Emparan
hep-th/9709022,1997,Particle production in string cosmology models,"Ram Brustein, Merav Hadad"
hep-th/9710174,1997,Multigraviton Scattering in the Matrix Model,"M. Dine, A. Rajaraman"
hep-th/9710207,1997,"Block-Orthogonal Brane Systems, Black Holes and Wormholes",K.A. Bronnikov
hep-th/9712192,1997,First Are Last Fractional-Charge Solitons,"Alfred S. Goldhaber (ITP, SUNY Stony Brook)"
hep-th/9711196,1997,A Covariant Action for the Eleven Dimensional Superstring,A.A. Deriglazov and A.V. Galajinsky
hep-th/9702113,1997,Gauge Boson and Fermion Masses Without a Higgs Field,"Angus F. Nicholson (1), Dallas C. Kennedy (2) ((1) The Australian National University, (2) University of Florida)"
hep-th/9701163,1997,Bertotti-Robinson Geometry and Supersymmetry,Sergio Ferrara
hep-th/9705167,1997,Solutions of Extended Supersymmetric Matrix Models for Arbitrary Gauge Groups,Stuart Samuel (CCNY and Columbia University)
hep-th/9710066,1997,Gauge principles for multi-superparticles,I. Bars and C. Deliduman
hep-th/9712223,1997,On the Matrix Description of Calabi-Yau Compactifications,"S. Kachru, A. Lawrence, and E. Silverstein"
hep-th/9705165,1997,Emission from parallel p-brane Black Holes,Sumit R. Das
hep-th/9712114,1997,One-Loop Free Energy of the Four-Dimensional Compact QED in the Confining Phase,"D.V.Antonov (Humboldt University, Berlin and ITEP, Moscow)"
hep-th/9703218,1997,Heterotic Strings from Matrices,"Tom Banks, Lubos Motl"
hep-th/9704159,1997,A note on the Faddeev-Popov determinant and Chern-Simons perturbation theory,David H. Adams
hep-th/9705172,1997,Brane dynamics for treatment of cosmic strings and vortons,Brandon Carter
hep-th/9701168,1997,P-brane solutions in IKKT IIB matrix theory,Ansar Fayyazuddin and Douglas J. Smith
hep-th/9703053,1997,The Matrix Model for M Theory as an Exemplar of Trace (or Generalized Quantum) Dynamics,Stephen L. Adler
hep-th/9710151,1997,Sixteen-fermion and related terms in M-theory on T**2,"Michael B. Green (DAMTP, Cambridge, UK), Michael Gutperle (Princeton University, USA) and Hwang-hyun Kwon (DAMTP, Cambridge, UK)"
hep-th/9704204,1997,Black Holes as Fundamental Strings: Comparing the Absorption of Scalars,Roberto Emparan
hep-th/9705019,1997,Superselection Structure of Massive Quantum Field Theories in 1+1 Dimensions,Michael Mueger
hep-th/9709188,1997,On Graceful Exit in String Cosmology with Pre-Big Bang Phase,Aram A. Saharian
hep-th/9708066,1997,Discrete fields on the lightcone,Manoelito M. de Souza
hep-th/9712094,1997,The kink Casimir energy in a lattice sine-Gordon model,J.M. Speight
hep-th/9712248,1997,Center vortices and confinement vs. screening,John M. Cornwall
hep-th/9708014,1997,Entropy and Topology for Gravitational Instantons,Stefano Liberati (SISSA) and Giuseppe Pollifrone (CERN)
hep-th/9706121,1997,Relation between S-duality in N=2 SQCD and Non-Abelian Duality in N=1 SQCD,Jun Furukawa
hep-th/9701151,1997,Properties of D-Branes in Matrix Model of IIB Superstring,"I. Chepelev, Y. Makeenko, K. Zarembo"
hep-th/9707185,1997,Field Strength Formulation of SU(2) Yang-Mills Theory in the Maximal Abelian Gauge: Perturbation Theory,"M. Quandt, H. Reinhardt (Tuebingen U.)"
hep-th/9708160,1997,Ghost Systems: A Vertex Algebra Point of View,"W. Eholzer, L. Feher, A. Honecker"
hep-th/9703165,1997,Generalized forward scattering amplitudes in QCD at high temperature,F. T. Brandt and J. Frenkel
hep-th/9710246,1997,Recent Developments in String Theory,W. Lerche
hep-th/9707161,1997,Resummation of Vacuum Bubble Diagrams in Gaussian Propagator Model,Hirofumi Yasuta (Ibaraki University)
hep-th/9711067,1997,Black Holes and Calabi-Yau Threefolds,Cumrun Vafa
hep-th/9707046,1997,Generalized Dynkin diagrams and root systems and their folding,Jean-Bernard Zuber
hep-th/9704114,1997,Non-Perturbative Dynamics in Supersymmetric Gauge Theories,M. Shifman
hep-th/9703079,1997,Principles of Discrete Time Mechanics: I. Particle Systems,"George Jaroszkiewicz (1) and Keith Norton (1) ((1) Mathematics Department, Nottingham University, UK)"
hep-th/9707169,1997,Geodesic incompleteness in the CP^1 model on a compact Riemann surface,L.A. Sadun and J.M. Speight (University of Texas at Austin)
hep-th/9705013,1997,Planckian Energy Scattering of D-branes and M(atrix) Theory in Curved Space,I.V.Volovich
hep-th/9711097,1997,The Shape of Branes Pulled by Strings,Akikazu Hashimoto
hep-th/9712019,1997,The C_2 heat-kernel coefficient in the presence of boundary discontinuities,J.S.Apps and J.S.Dowker
hep-th/9705202,1997,The Two-point Function of c=-2 Matter Coupled to 2D Quantum Gravity,"J. Ambjorn (NBI), C. Kristjansen (NBI) and Y. Watabiki (TIT)"
hep-th/9705022,1997,Branes and Six Dimensional Fixed Points,Ilka Brunner and Andreas Karch
hep-th/9704046,1997,Deformed supergravity with local R-symmetry,Friedemann Brandt
hep-th/9701079,1997,Physical Meaning of Quantum Space-Time Symmetries,Andrei Demichev
hep-th/9705211,1997,"Quantum Groups, Roots of Unity and Particles on quantized Anti-de Sitter Space",Harold Steinacker
hep-th/9711020,1997,Aspects of D-brane dynamics on orbifolds,"Faheem Hussain, Roberto Iengo, Carmen Nunez and Claudio A. Scrucca"
hep-th/9706151,1997,"Emission rates, the Correspondence Principle and the Information Paradox",Samir D. Mathur
hep-th/9707200,1997,Matrix Regularization of an Open Supermembrane ---towards M-theory five-branes via open supermembranes ---,"K. Ezawa, Y. Matsuo and K. Murakami"
hep-th/9704043,1997,"Type IIA Superstrings, Chiral Symmetry, and N=1 4D Gauge Theory Dualities","John H. Brodie (Princeton University), Amihay Hanany (Institute for Advanced Study)"
hep-th/9710159,1997,"The Second-Order Equation from the (1/2,0)+ (0,1/2) Representation of the Poincare Group",Valeri V. Dvoeglazov (Universidad Autonoma de Zacatecas)
hep-th/9706016,1997,Decay of accelerated particles,Rainer Mueller
hep-th/9704020,1997,Chiral condensates and QCD vacuum in two dimensions,"Hugo R. Christiansen (CBPF-DCP, Rio de Janeiro, Brazil)"
hep-th/9709203,1997,Reducible Connections in Massless Topological QCD and 4-manifolds,A.Sako
hep-th/9704006,1997,On the Bound States of p- and (p+2)-Branes,"E. Gava, K.S. Narain and M.H. Sarmadi"
hep-th/9710083,1997,Infra-Red Stable Supersymmetry in Chern-Simons Theories with Matter and Quenched Disorder,H. Hamidian
hep-th/9702196,1997,The R-matrix of the U_q(d_4(3)) algebra and g_2(1) affine Toda field theory,Gabor Takacs
hep-th/9709186,1997,Duality and Superconvergence Relation in Supersymmetric Gauge Theories,Motoi Tachibana (Kobe Univ.)
hep-th/9712249,1997,Vertex Operator Representation of the Soliton Tau Functions in the $A_n^{(1)}$ Toda Models by Dressing Transformations,"H. Belich, G. Cuba and R. Paunov"
hep-th/9709097,1997,The string tension in massive $QCD_2$,"A. Armoni, Y. Frishman and J. Sonnenschein"
hep-th/9702143,1997,W_k structure of generalized Frenkel-Kac construction for SU(2)-level k Kac-Moody algebra,Vincenzo Marotta
hep-th/9705230,1997,Variational Wave Functionals in Quantum Field Theory,George Tiktopoulos
hep-th/9708007,1997,BRST gauge fixing and the algebra of global supersymmetry,Kazuo Fujikawa and Kazumi Okuyama
hep-th/9712235,1997,8D oscillator as a hidden SU(2) - monopole,"L.G. Mardoyan, A.N. Sissakian, V.M. Ter-Antonyan"
hep-th/9707207,1997,Spectrum-generating Symmetries for BPS Solitons,"E. Cremmer, H. Lu, C.N. Pope and K.S. Stelle"
hep-th/9701044,1997,Magnetic Charge as a ``Hidden'' Gauge Symmetry,Douglas Singleton
hep-th/9706105,1997,Noncommutative Yang-Mills and Noncommutative Relativity: A Bridge Over Trouble Water,"Lionel Carminati, Bruno Iochum, Thomas Schucker (Marseille)"
hep-th/9708114,1997,Quantum Integrable Systems: Basic Concepts and Brief Overview,Anjan Kundu
hep-th/9705186,1997,Bosonization in d > 2 dimensions,Fidel A. Schaposnik
hep-th/9707007,1997,Geometry of T-duality,Javier Borlaf(Universidad Aut\'onoma de Madrid)
hep-th/9706203,1997,Semi-classical spectrum of the Homogeneous sine-Gordon theories,C.R. Fern\'andez-Pousa and J.L. Miramontes
hep-th/9705212,1997,Kaluza-Klein Dyons in String Theory,Ashoke Sen
hep-th/9709151,1997,Initial Conditions for Semiclassical Field Theory,V.P. Maslov and O.Yu. Shvedov
hep-th/9710102,1997,Heterotic versus Type I,C. Bachas (Ecole Polytechnique)
hep-th/9710127,1997,"Covariant actions for N=1, D=6 Supergravity theories with chiral bosons","G. Dall'Agata, K. Lechner and M. Tonin"
hep-th/9704188,1997,Small oscillations of a chiral Gross-Neveu system,P.L. Natti and A.F.R. de Toledo Piza
hep-th/9712026,1997,Landau degeneracy and black hole entropy,Miguel S. Costa and Malcolm J. Perry (D.A.M.T.P./ University of Cambridge)
hep-th/9707216,1997,Kinematics and uncertainty relations of a quantum test particle in a curved space-time,"P. Kuusk, J. Ord"
hep-th/9710171,1997,One-loop Effective Potential for a Fixed Charged Self-interacting Bosonic Model at Finite Temperature with its Related Multiplicative Anomaly,"Emilio Elizalde, Antonio Filippi, Luciano Vanzo and Sergio Zerbini"
hep-th/9709057,1997,The Second Virial Coefficient of Spin-1/2 Anyon Systems,Sahng-kyoon Yoo and D.K.Park
hep-th/9707201,1997,New Tetrads for General Relativity,"G. Bimonte, R. Musto, A. Stern and P. Vitale"
hep-th/9712210,1997,Non-local Thirring model at finite-temperature,"M.V.Manias, C.M.Naon and M.L.Trobo"
hep-th/9704026,1997,Slowly Rotating Non-Abelian Black Holes,Mikhail S. Volkov and Norbert Straumann
hep-th/9709063,1997,A note on supersymmetric D-brane dynamics,"J.F. Morales, C.A. Scrucca and M. Serone"
hep-th/9703046,1997,The massive spinning particle revisited,"F. Delduc, E. Ivanov, E. Sokatchev"
hep-th/9708150,1997,On electromagnetic interaction of massive spin-2 particle,"S. M. Klishevich, Yu. M. Zinoviev"
hep-th/9707003,1997,p-Brane cosmology and phases of Brans-Dicke theory with matter,Chanyong Park and Sang-Jin Sin
hep-th/9712180,1997,M-theory description of BPS string in 7-brane background,Isao Kishimoto and Naoki Sasakura (Kyoto Univ.)
hep-th/9711090,1997,D-branes on Orbifolds and Topology Change,Tomomi Muto
hep-th/9705034,1997,"R-deformed Heisenberg algebra, anyons and d=2+1 supersymmetry",Mikhail Plyushchay
hep-th/9712117,1997,"Light-Cone Description of (2,0) Superconformal Theories in Six Dimensions","O. Aharony, M. Berkooz and N. Seiberg"
hep-th/9710021,1997,"(0,2) Target Space Duality, CICYs and Reflexive Sheaves",Ralph Blumenhagen
hep-th/9711081,1997,Gravitating M(atrix) Q-Balls,Soo-Jong Rey
hep-th/9710011,1997,Skyrmions and domain walls,B. Piette and W.J. Zakrzewski
hep-th/9709112,1997,Modulo 2 periodicity of complex Clifford algebras and electromagnetic field,Vadim V. Varlamov
hep-th/9712193,1997,M(ore) on Chiral Gauge Theories from D-Branes,"J. Lykken, E. Poppitz and S.P. Trivedi"
hep-th/9707090,1997,Singular Vectors in Logarithmic Conformal Field Theories,Michael Flohr
hep-th/9705070,1997,One-loop dimensional reduction of the linear sigma model,"A.P.C.Malbouisson, M.B.Silva-Neto, N.F.Svaiter"
hep-th/9703049,1997,BPS states and supersymmetric index in N=2 type I string vacua,Jose F. Morales and Marco Serone
hep-th/9711068,1997,"The Black Hole: Scatterer, Absorber and Emitter of Particles","N. Sanchez (Observatoire de Paris-DEMIRM, Paris, France)"
hep-th/9702134,1997,Non-Abelian Proca model based on the improved BFT formalism,Mu-In Park and Young-Jai Park
hep-th/9707254,1997,Infinite Quasi-Exactly Solvable Models,"H.D. Doebner, K. Lazarow, A.G. Ushveridze"
hep-th/9705130,1997,"Branes, Orientifolds and the Creation of Elementary Strings","O. Bergman, M.R. Gaberdiel, G. Lifschytz"
hep-th/9706090,1997,On the Stability of Compactified D=11 Supermembranes,"I. Martin, A. Restuccia and R. Torrealba"
hep-th/9707053,1997,A class of non-singular gravi-dilaton backgrounds,"A. Buonanno, M. Gasperini and C. Ungarelli"
hep-th/9704110,1997,"Solitons, Black Holes and Duality in String Theory",Ramzi R. Khuri
hep-th/9712039,1997,"Beta Function, C--Theorem and WDVV Equations in 4D N=2 SYM",G. Bertoldi and M. Matone
hep-th/9703132,1997,Poincar\'e Supersymmetry Representations Over Trace Class Noncommutative Graded Operator Algebras,Stephen L. Adler
hep-th/9705205,1997,String and Particle with Two Times,Itzhak Bars and Costas Kounnas
hep-th/9712090,1997,Symmetry Algebras of Large-N Matrix Models for Open Strings,C.-W. H. Lee and S. G. Rajeev
hep-th/9710034,1997,Classical M-Fivebrane Dynamics and Quantum N=2 Yang-Mills,"P.S. Howe, N.D. Lambert and P.C. West"
hep-th/9701161,1997,KPZ Formulas for Weyl-Invariant Induced Gravity and Topologically Massive Gravity,G. Amelino-Camelia
hep-th/9708112,1997,Toward the classification of the realistic free fermionic models,Alon E. Faraggi
hep-th/9712227,1997,"Quantum Integrability of Coupled N=1 Super Sine/Sinh-Gordon Theories and the Lie Superalgebra D(2,1;\A)","Jonathan M. Evans (DAMTP, Cambridge) and Jens Ole Madsen (Universidade de Santiago de Compostela)"
hep-th/9701148,1997,The Two-Dimensional O(2) Model on a Random Planar Lattice at Strong Coupling,A. Matytsin and P. Zaugg
hep-th/9709066,1997,Models for Chronology Selection,M. J. Cassidy and S. W. Hawking
hep-th/9705134,1997,Double Universe,"E. Alfinito, R. Manka and G. Vitiello"
hep-th/9707109,1997,Screening in Anyon Gas,"Subir Ghosh (Dinabandhu Andrews College, Calcutta)"
hep-th/9710163,1997,Canonical equivalence of non-isometric sigma models and Poisson-Lie T-duality,Konstadinos Sfetsos
hep-th/9712257,1997,Branes: from free fields to general backgrounds,"J. Fuchs, C. Schweigert"
hep-th/9710023,1997,On the exact quartic effective action for the type IIB superstring,A. Kehagias and H. Partouche
hep-th/9711178,1997,Classification of Flat Directions in Perturbative Heterotic Superstring Vacua with Anomalous U(1),"G. Cleaver, M. Cvetic, J.R. Espinosa, L. Everett, and P. Langacker"
hep-th/9703003,1997,The web of Calabi-Yau hypersurfaces in toric varieties,"A.C. Avram, M. Kreuzer, M. Mandelberg and H. Skarke"
hep-th/9705177,1997,Gap equation in scalar field theory at finite temperature,Krishnendu Mukherjee
hep-th/9712203,1997,Hamiltonian Flow Equations for a Dirac Particle in an External Potential,"A. B. Bylev, H. J. Pirner"
hep-th/9707171,1997,"Beyond Strings, Multiple Times and Gauge Theories of Area-Scalings Relativistic Transformations",Carlos Castro
hep-th/9706041,1997,Chiral Determinant Formulae and Subsingular Vectors for the N=2 Superconformal Algebras,Beatriz Gato-Rivera and Jose Ignacio Rosado
hep-th/9711179,1997,"Matrix Theory, U-Duality and Toroidal Compactifications of M-Theory",C.M. Hull
hep-th/9710173,1997,Applying the linear delta expansion to `i phi^3',"M. P. Blencowe, H. F. Jones, A. P. Korte"
hep-th/9712024,1997,"OSp(1,2)-covariant Lagrangian quantization of irreducible massive gauge theories","B. Geyer, P. M. Lavrov and D. M\""ulsch"
hep-th/9709160,1997,D-branes and Creation of Strings,Igor R. Klebanov
hep-th/9706185,1997,Duality Covariant Type IIB Supersymmetry and Nonperturbative Consequences,Itzhak Bars
hep-th/9710240,1997,The Spectrum of a Large N Gauge Theory Near Transition from Confinement to Screening,"David J. Gross, Akikazu Hashimoto, and Igor R. Klebanov"
hep-th/9702030,1997,"Some Features of (0,2) Moduli Space","Ti-Ming Chiang, Jacques Distler, Brian R. Greene"
hep-th/9709021,1997,Nonpolynomial gauge invariant interactions of 1-form and 2-form gauge potentials,"Friedemann Brandt, Norbert Dragon"
hep-th/9702078,1997,Nonabelian Fields in Exact String Solutions,"M. Z. Iofa (Nuclear Physics Intitute, Moscow State University)and L. A. Pando Zayas (Dept. Theoretical Physics, Moscow State University)"
hep-th/9706115,1997,Absorption and Recoil of Fundamental String by D-String,Sangmin Lee and Soo-Jong Rey
hep-th/9708068,1997,BPS States and Minimal Surfaces,Andrei Mikhailov
hep-th/9706183,1997,The Mixed Non-Abelian Coulomb Gas in Two Dimensions,"C.R. Gattringer, L.D. Paniak and G.W. Semenoff"
hep-th/9702151,1997,Run-away solutions in relativistic spin 1/2 quantum electrodynamics,F.E. Low
hep-th/9710064,1997,Octonionic Selfduality for SuperMembranes,"E.G. Floratos, G.K. Leontaris"
hep-th/9704104,1997,Brane Dynamics and N=1 Supersymmetric Gauge Theory,"S. Elitzur, A. Giveon, D. Kutasov, E. Rabinovici, A. Schwimmer"
hep-th/9702064,1997,Quantum Mechanical Embedding of Spinning Particle and Induced Spin-connection,Naohisa Ogawa
hep-th/9712032,1997,Theta Dependence of Meson Masses in the Small Mass Limit of the Massive Schwinger Model,M. Burkardt (NMSU) and K. Harada (Kyushu U.)
hep-th/9710051,1997,Generalized Supergravity in Two Dimensions,"M. F. Ertl, M. O. Katanaev, W. Kummer"
hep-th/9704181,1997,q-Functional Wick's theorems for particles with exotic statistics,"K.N.Ilinski, G.V.Kalinin and A.S.Stepanenko"
hep-th/9702183,1997,On the free field realization of $WBC_n$ algebras,Z. Bajnok
hep-th/9711006,1997,T duality for boundary-non-critical strings,G. Amelino-Camelia and N.E. Mavromatos
hep-th/9710095,1997,Introduction to Supersymmetric Gauge Theories,Olivier Piguet
hep-th/9704139,1997,The Triumph And Limitations Of Quantum Field Theory,David Gross
hep-th/9707129,1997,A No-Go Theorem for the Nonabelian Topological Mass Mechanism in Four Dimensions,"M. Henneaux, V.E.R. Lemes, C.A.G. Sasaki, S.P. Sorella, O.S. Ventura and L.C.Q. Vilar"
hep-th/9701112,1997,Algebraic Constraint Quantization and the Pseudo-Rigid Body,"Michael Trunk (University of Freiburg, Germany)"
hep-th/9701188,1997,T-duality in M-theory and supermembranes,J.G. Russo
hep-th/9708125,1997,Path integral for a relativistic Aharonov-Bohm-Coulomb system,De-Hone Lin
hep-th/9707239,1997,The Running Gravitational Couplings,Djamel Dou and Roberto Percacci
hep-th/9707024,1997,Propagator for spinless and spin-1/2 Aharonov-Bohm-Coulomb systems,D.K.Park and Sahng-Kyoon Yoo
hep-th/9703026,1997,Thermodynamic Bethe Ansatz for the subleading magnetic perturbation of the tricritical Ising model,"R.M. Ellem, V.V. Bazhanov"
hep-th/9703211,1997,Matrix Black Holes,Miao Li and Emil Martinec}
