author1,author2,first_year,weight
C. Dantoni,D. Buchholz,1994,1
C. Dappiaggi,G. Arcioni,2002,1
C. Dappiaggi,M. Carfora,2002,1
C. Daskaloyannis,D. Bonatsos,1994,1
C. Daskaloyannis,D. Ellinas,1994,1
C. Daskaloyannis,D. Lenis,1994,2
C. Daskaloyannis,Dennis Bonatsos,1993,6
C. Daskaloyannis,K. Kanakoglou,1999,1
C. Daskaloyannis,K. Kokkotas,1993,1
C. Daskaloyannis,P. Kolokotronis,1994,4
C. De Calan,P. M. S. Petropoulos,1994,1
C. De Concini,C. Procesi,1993,1
C. De Concini,Victor G. Kac,1993,1
C. Deffayet,E. Dudas,1998,1
C. Deffayet,P. Binetruy,1998,1
C. Deffayet,P. Ramond,1998,1
C. Deliduman,D. Minic,1998,4
C. Deliduman,I. Bars,1997,6
C. Deliduman,O. Andreev,1998,1
C. Destri,E. Onofri,1992,2
C. Destri,H. J. De Vega,1992,5
C. Destri,L. Belardinelli,1995,1
C. Destri,P. Maraner,1992,1
C. Destri,T. Segalini,1995,1
C. Devchand,J. Nuyts,1996,1
C. Devchand,Jean Nuyts,1997,1
C. Devchand,Jeremy Schiff,1996,2
C. Dib,I. Schmidt,1997,1
C. Dib,O. Espinosa,1997,1
C. Duval,L. Palla,1994,3
C. Duval,P. A. Horvathy,1994,8
C. Duval,V. Ovsienko,1994,1
C. Duval,Z. Horvath,1994,1
C. E. Beasley,M. R. Plesser,2001,1
C. E. Carlson,C. Molina-Paris,1997,1
C. E. Carlson,J. Perez-Mercader,1997,1
C. E. Carlson,Matt Visser,1997,1
C. Ekstrand,J. Mickelsson,1999,1
C. Ekstrand,T. Sykora,2000,1
C. Emmrich,H. Roemer,1997,1
C. Emmrich,H. Romer,1996,1
C. F. De Araujo,Jr.,1997,1
C. F. De Araujo,L. Tomio,1997,1
C. F. De Araujo,S. K. Adhikari,1997,1
C. F. De Araujo,T. Frederico,1997,1
C. F. E. Holzhey,F. Wilczek,1992,1
C. F. Kristjansen,J. Ambjorn,1992,6
C. F. Kristjansen,J. Jurkiewicz,1992,3
C. F. Kristjansen,L. Chekhov,1993,1
C. F. Kristjansen,S. Jain,1993,1
C. F. Kristjansen,Y. M. Makeenko,1992,1
C. F. Kristjansen,Yu. Makeenko,1993,1
C. F. Kristjansen,Z. Burda,1993,1
C. F. L. Godinho,C. N. Ferreira,2001,2
C. F. L. Godinho,J. A. Helayel-Neto,2002,2
C. F. L. Godinho,M. Botta Cantcheff,2003,1
C. F. Talavera,J. Cruz,1996,1
C. F. Talavera,J. Navarro-Salas,1993,6
C. F. Talavera,M. Navarro,1994,5
C. F. Talavera,V. Aldaya,1994,1
C. Fabre,E. Kiritsis,1997,1
C. Fabre,H. Partouche,1996,1
C. Fabre,I. Antoniadis,1996,1
C. Fabre,N. A. Obers,1997,1
C. Fabre,P. Vanhove,1997,1
C. Fabre,T. R. Taylor,1996,1
C. Fabre,T. Yanagida,1995,1
C. Farina,F. A. Barone,2003,1
C. Farina,F. C. Santos,2000,1
C. Farina,F. C. Santos. A. C. Santos,1998,1
C. Farina,H. Boschi-Filho,1994,6
C. Farina,J. F. M. Mendes,2001,1
C. Farina,J. J. Passos Sobrinho,2000,1
C. Farina,J. Rafelski,1997,1
C. Farina,L. A. S. Machado,2002,1
C. Farina,L. C. Albuquerque,1994,1
C. Farina,L. C. De Albuquerque,1994,1
C. Farina,M. R. Negrao,1998,4
C. Farina,M. V. Cougo-Pinto,1993,10
C. Farina,P. A. Maia Neto,2002,1
C. Farina,P. F. Borges,1996,4
C. Farina,R. M. Cavalcanti,2003,1
C. Farina,S. J. Rabello,1994,1
C. Farina,Silvio J. Rabello,1994,1
C. Ford,C. Wiesendanger,1996,1
C. Ford,G. Jorjadze,2000,2
C. Ford,G. Weigt,2000,2
C. Ford,I. Sachs,1997,1
C. Ford,I. Sachs ),1995,1
C. Ford,J. M. Pawlowski,2000,1
C. Ford,J. Pawlowski,1998,1
C. Ford,L. Oraifeartaigh,1995,1
C. Ford,T. Tok,1998,4
C. Ford,U. G. Mitreuter,1998,1
C. Fosco,F. A. Schaposnik,1997,2
C. Fosco,G. L. Rossini,1997,1
C. Fraser,D. Fabbri,1999,1
C. Fraser,G. Dallagata,1999,1
C. Fraser,M. A. C. Kneipp,1995,2
C. Fraser,M. Trigiante,1999,1
C. Fraser,N. Dorey,1995,2
C. Fraser,P. Fre,1999,1
C. Fraser,P. Termonia,1999,1
C. Fraser,T. J. Hollowood,1995,2
C. Fronsdal,S. Ferrara,1997,4
C. Fusi,K. Yoshida,1998,1
C. Fusi,S. Arnone,1998,1
C. G. Beneventano,E. M. Santangelo,1995,6
C. G. Beneventano,K. Kirsten,1999,1
C. G. Beneventano,M. De Francia,1998,3
C. G. Bollini,D. G. Barci,1996,1
C. G. Bollini,L. E. Oxman,1996,1
C. G. Bollini,M. C. Rocca,1996,5
C. G. Bollini,T. Escobar,1998,1
C. G. Bollini L. E. Oxman,M. C. Rocca,1996,1
C. G. Callan,I. R. Klebanov,1995,2
C. G. Callan,J. M. Maldacena,1995,1
C. G. Callan,L. Thorlacius,1998,1
C. G. Callan,S. S. Gubser,1996,1
C. G. Carvalhaes,C. P. Natividade,1995,1
C. G. Carvalhaes,H. Boschi Filho,1995,1
C. G. Carvalhaes,L. V. Belvedere,1995,4
C. G. Carvalhaes,N. A. Lemos,1997,3
C. G. Carvalhaes,R. L. P. G. Amaral,1997,2
C. G. Carvalhaes,R. L. P. G. Do Amaral,1998,1
C. G. Ducati,Celso C. Nishi,2001,1
C. G. Ducati,S. De Leo,2001,1
C. G. Torre,I. M. Anderson,1996,1
C. G. Torre,M. Varadarajan,1997,2
C. G. Wells,C. J. Fewster,1994,1
C. G. Wells,G. W. Gibbons,1993,1
C. Garcia-Recio,L. L. Salcedo,2000,1
C. Gomez,E. Alvarez,1998,5
C. Gomez,E. Lopez,1993,10
C. Gomez,G. Sierra,1992,8
C. Gomez,L. Hernandez,2000,1
C. Gomez,R. Cuerno,1992,2
C. Gomez,R. Hernandez,1995,5
C. Gomez,T. Ortin,1998,1
C. Gonera,P. Kosinski,1998,3
C. Gonera,P. Kosinski.,1995,1
C. Gonera,P. Maslanka,2001,2
C. Gonera,S. Giller,1995,1
C. Gonera,Y. Brihaye,1995,1
C. Grojean,E. Dudas,1997,1
C. Grojean,F. Quevedo,2001,1
C. Grojean,G. Servant,1999,1
C. Grojean,G. Tasinato,2001,1
C. Grojean,I. Zavala,2001,1
C. Grojean,J. Cline,1999,1
C. Grojean,J. M. Cline,2000,1
C. Grojean,J. Mourad,1998,2
C. Grojean,P. Binetruy,2000,1
C. Grojean,Ph Brax,1997,1
C. Grosche,G. S. Pogosyan,1994,1
C. H. Keitel,K. Z. Hatsagortsyan,2003,1
C. H. Lai,Christopher Ting,1992,2
C. H. Lee,Chang Soo Park,1996,1
C. H. Lee,D. K. Park,1996,1
C. H. Lee,Eui-Soon Yim,1996,1
C. H. Lee,Jae-Rok Kahng,1996,1
C. H. Lee,Sahng-Kyoon Yoo,1996,1
C. H. Lee,Soo-Young Lee,1996,1
C. H. Oh,Harunobu Kubo,1996,1
C. H. Oh,K. Singh,1994,5
C. H. Oh,K. Y. Wee,1995,1
C. H. Oh,Kazuo Fujikawa,1995,2
C. H. Oh,L. C. Kwek,1995,3
C. H. Otto Chui,Christian Mercat,2001,3
C. H. Otto Chui,Paul A. Pearce,2001,4
C. H. Otto Chui,Will Orrick,2001,1
C. H. Sah,J. L. Dupont,1993,1
C. H. Tze,D. Minic,2002,1
C. Heineman,C. Martin,1998,1
C. Heineman,D. Vautherin,1998,1
C. Heineman,E. Iancu,1998,1
C. Helfgott,J. Deboer,2002,1
C. Helfgott,M. B. Halpern,2002,3
C. Helfgott,N. A. Obers,2002,1
C. Helfgott,O. Ganor,2002,1
C. Herdeiro,G. W. Gibbons,2000,1
C. Herdeiro,L. Andrianopoli,2000,1
C. Herdeiro,M. Derix,2000,1
C. Herrmann,G. Akemann,1998,1
C. Herrmann,M. Hasler,1998,1
C. Herrmann,R. Grimm,1998,1
C. Hofman,E. Verlinde,1998,2
C. Hofman,J.-S. Park,1999,1
C. Holzhey,F. Larsen,1994,1
C. Holzhey,F. Wilczek,1994,1
C. Hu,S. Leupold,1996,1
C. Hu,S. Matinyan,1996,1
C. Hu,U. Heinz,1996,1
C. Hull,N. Berkovits,1997,1
C. Hull,P. De Medeiros,2002,2
C. I. Lazaroiu,Chris Beasley,1999,1
C. I. Lazaroiu,D. Vaman,2001,1
C. I. Lazaroiu,I. Runkel,2003,1
C. I. Lazaroiu,K. Landsteiner,2003,2
C. I. Lazaroiu,L. Anguelova,2002,4
C. I. Lazaroiu,M. Bershadsky,1997,1
C. I. Lazaroiu,M. R. Plesser,1999,1
C. I. Lazaroiu,Mark Raugas,1998,1
C. I. Lazaroiu,Piljin Yi,1998,1
C. I. Lazaroiu,R. Roiban,2001,3
C. I. Lazaroiu,T. M. Chiang,1997,1
C. Imbimbo,C. M. Becchi,1993,3
C. Imbimbo,R. Collina,1993,2
C. Imbimbo,S. Giusto,1996,4
C. Imbimbo,S. Theisen,1999,1
C. Imbimbo,S. Yankielowicz,1999,1
C. Itoi,N. Sakai,1993,3
C. Itoi,S. Higuchi,1993,3
C. Itoi,S. M. Nishigaki,1996,1
C. Itoi,S. Nishigaki,1993,2
C. Itzykson,F. Lesage,1994,1
C. Itzykson,J.-B. Zuber,1991,3
C. Itzykson,M. Bauer,1996,1
C. Itzykson,M. Gaudin,1994,1
C. Itzykson,P. Di Francesco,1992,4
C. Itzykson,P. Ruelle,1996,1
C. J. A. P. Martins,C. Van De Bruck,2000,1
C. J. A. P. Martins,M. Dorca,2000,1
C. J. A. P. Martins,M. Parry,2000,1
C. J. Burden,M. L. Walker,1999,2
C. J. Burden,P. C. Tjiang,1998,1
C. J. Burden,T. W. Allen,1995,2
C. J. Efthimiou,D. A. Spector,2000,1
C. J. Efthimiou,S. A. Apikyan,1997,2
C. J. Hamer,D. Schutte,1995,1
C. J. Hamer,M. Sheppeard,1995,1
C. J. Hamer,Zheng Weihong,1995,1
C. J. Houghton,N. M. Rom~Ao,1999,1
C. J. Houghton,N. S. Manton,1999,1
C. J. Hunter,D. N. Page,1998,1
C. J. Hunter,M. M. Taylor-Robinson,1998,1
C. J. Hunter,S. W. Hawking,1998,3
C. Jakovljevic,M. A. Walton,1994,1
C. Jakovljevic,T. Gannon,1994,1
C. Kiefer,J.-G. Demers,1995,1
C. Kiefer,P. Hajicek,2000,1
C. Kim,D. Karabali,1998,2
C. Kim,V. P. Nair,1998,2
C. Klimcik,G. Valent,2003,1
C. Klimcik,H. Grosse,1995,6
C. Klimcik,P. Presnajder,1995,6
C. Klimcik,P. Severa,1994,8
C. Klimcik,S. Parkhomenko,1999,2
C. Klimcik,V. Soucek,1993,1
C. Kobdaj,S. Thomas,1993,1
C. Korff,J. L. Miramontes,1999,1
C. Korff,O. A. Castro-Alvaredo,1999,2
C. Korthels-Altes,I. I. Kogan,2001,1
C. Kounnas,D. Luest,1992,2
C. Kounnas,D. Lust,1993,2
C. Kounnas,E. Kiritsis,1993,15
C. Kounnas,F. Zwirner,1994,1
C. Kounnas,I. Antoniadis,1994,2
C. Kounnas,J. Rizos,1996,6
C. Kounnas,J.-P. Derendinger,1999,1
C. Kounnas,L. Cornalba,2002,1
C. Kounnas,M. Petropoulos,1996,2
C. Kounnas,M. S. Costa,2002,1
C. Kounnas,N. A. Obers,1997,1
C. Kounnas,P. M. Petropoulos,1996,5
C. Kounnas,S. Ferrara,1994,2
C. Kristjansen,E. Guitter,1999,2
C. Kristjansen,G. W. Semenoff,2002,2
C. Kristjansen,J. Ambjorn,1997,3
C. Kristjansen,J. Correia,1999,1
C. Kristjansen,J. Jurkiewicz,1998,1
C. Kristjansen,J. Plefka,2002,3
C. Kristjansen,K. N. Anagnostopoulos,1998,1
C. Kristjansen,L. Chekhov,1996,1
C. Kristjansen,M. Staudacher,2002,4
C. Kristjansen,N. Beisert,2002,3
C. Kristjansen,P. Di Francesco,1999,2
C. Kristjansen,P. Olesen,1997,1
C. Kristjansen,R. Loll,1999,1
C. Kristjansen,Y. Watabiki,1997,1
C. L. Ho,Y. Hosotani,1994,1
C. L. Schat,D. R. Bes,1994,1
C. L. Schat,J. P. Garrahan,1994,1
C. L. Schat,L. M. Kruczenski,1994,1
C. L. Schat,N. N. Scoccola,1994,1
C. Laroche,L. Baulieu,1997,1
C. Laroche,M. Picco,1997,1
C. Laroche,N. Ohta,1997,1
C. Lee,H.-C. Kao,1994,1
C. Lee,K. Lee,1994,1
C. Lee,T. Lee,1994,1
C. Linhares De Jesus,D. G. Barci,1998,1
C. Linhares De Jesus,L. C. Q. Vilar,1997,3
C. Linhares De Jesus,M. B. D. Silva Maia Porto,1998,1
C. Linhares De Jesus,O. S. Ventura,1997,2
C. Linhares De Jesus,S. P. Sorella,1997,3
C. Linhares De Jesus,V. E. R. Lemes,1997,3
C. Lovelace,D. M. Belov,2003,1
C. Lozano,H. J. Schnitzer,1999,1
C. Lozano,H. Rhedin,2000,1
C. Lozano,H. Schnitzer,2000,3
C. Lozano,I. Ennes,2000,3
C. Lozano,I. P. Ennes,1999,1
C. Lozano,S. G. Naculich,1999,1
C. Lozano,S. Naculich,2000,3
C. Lu,D. Seminara,1998,1
C. Lu,G. Dunne,1998,1
C. Lu,K. Lee,1998,1
C. Lu,L. Griguolo,1998,1
C. Lu,S. Deser,1998,1
C. Lucchesi,J.-G. Demers,1993,1
C. Lucchesi,O. Piguet,1992,1
C. Lucchesi,Q. Liu,1994,1
C. Lucchesi,R. Brooks,1993,2
C. Lucchesi,R. Jackiw,1994,1
C. Lucchesi,S. P. Sorella,1992,1
C. Lutken,C. Schweigert,2000,1
C. Lutken,J. Fuchs,2000,1
C. Lutken,J. Walcher,2000,1
C. Lutken,P. Kaste,2000,1
C. Lutken,W. Lerche,2000,1
C. M. A. Scheich,S. A. Abel,1993,2
C. M. Becchi,R. Collina,1993,2
C. M. Bender,G. Dunne,1996,1
C. M. Bender,H. F. Jones,1993,1
C. M. Bender,M. Moshe,1996,1
C. M. Hofman,W. K. Ma,2001,1
C. M. Hull,E. Bergshoeff,1995,2
C. M. Hull,E. Eyras,1998,1
C. M. Hull,G. Papadopoulos,1993,1
C. M. Hull,G. W. Gibbons,2001,1
C. M. Hull,J. P. Van Der Schaar,1998,1
C. M. Hull,J.-L. Vazquez-Bello,1993,1
C. M. Hull,L. Palacios,1992,1
C. M. Hull,M. Abou Zeid,1996,5
C. M. Hull,O. A. Soloviev,1995,1
C. M. Hull,P. K. Townsend,1993,3
C. M. Hull,R. Halbersma,1998,1
C. M. Hull,R. R. Khuri,1998,1
C. M. Hull,T. Ortin,1995,1
C. M. Hull,Y. Lozano,1998,1
C. M. Hull,Z. Khatun,1994,1
C. M. M. Polito,L. P. Colatto,2000,1
C. M. Naon,D. C. Cabra,1993,2
C. M. Naon,D. G. Barci,1997,1
C. M. Naon,E. F. Moreno,1993,1
C. M. Naon,M. C. Von Reichenbach,1994,2
C. M. Naon,M. L. Trobo,1994,5
C. M. Naon,M. V. Manias,1996,3
C. M. Naon,V. I. Fernandez,1996,3
C. M. Pere~Na,E. Sorace,1993,1
C. M. Pere~Na,Enrico Celeghini,1993,1
C. M. Pere~Na,F. Bonechi,1993,1
C. M. Pere~Na,M. Tarlini,1993,1
C. M. Pere~Na,R. Giachetti,1993,1
C. M. Viallet,J. M. Maillard,1996,1
C. M. Yee,J. A. Nieto,2000,1
C. M. Yung,M. J. Orourke,1995,1
C. M. Yung,M. T. Batchelor,1994,5
C. M. Yung,R. J. Baxter,1995,1
C. M. Yung,Roland C. Warner,1993,1
C. Maccaferri,D. Mamone,2003,1
C. Maccaferri,F. Bazzocchi,2002,1
C. Maccaferri,L. Bonora,2003,1
C. Maccaferri,M. Cirafici,2002,1
C. Maccaferri,M. Salizzoni,2003,1
C. Maccaferri,S. Profumo,2002,1
C. Manuel,J. I. Latorre,1993,1
C. Manuel,X. Vilasis-Cardona,1993,1
C. Martin,D. Vautherin,1998,1
C. Martin,E. Iancu,1998,1
C. Mayer,F. R. Klinkhamer,2001,1
C. Molina,E. Abdalla,1998,2
C. Molina,R. Banerjee,1998,1
C. Molina-Paris,J. Perez-Mercader,1997,1
C. Molina-Paris,Matt Visser,1997,1
C. Montonen,H. Perez Rojas,1993,1
C. Montonen,J. L. Lucio M.,1993,1
C. Montonen,M. Chaichian,1993,6
C. Montonen,M. Vargas,1993,1
C. Montonen,R. Gonzales Felipe,1993,2
C. Montonen,W. F. Chen,1998,3
C. Mukku,J. Segar,1996,1
C. Mukku,M. S. Sriram,1996,2
C. Mukku,S. Lakshmibala,1996,2
C. Mu~Noz,F. Gomez,1992,1
C. Mu~Noz,J. A. Casas,1992,2
C. N. Colacino,M. Cadoni,2000,1
C. N. Ferreira,H. J. Mosquera Cuesta,2002,1
C. N. Ferreira,H. J. Mosquera-Cuesta,2000,1
C. N. Ferreira,J. A. Helayel-Neto,2000,2
C. N. Ferreira,L. C. Garcia De Andrade,2000,1
C. N. Ferreira,M. B. D. S. M. Porto,2000,1
C. N. Ferreira,V. B. Bezerra,2001,2
C. N. Ktorides,S. D. Avramis,2002,1
C. N. Leung,D.-S. Lee,1997,2
C. N. Leung,Y. J. Ng,1995,3
C. N. Pope,E. Cremmer,1997,5
C. N. Pope,E. Lima,1999,2
C. N. Pope,E. Sezgin,1992,9
C. N. Pope,G. W. Gibbons,1993,18
C. N. Pope,H. Lu,1992,117
C. N. Pope,H. Sati,1999,1
C. N. Pope,I. V. Lavrinenko,1996,6
C. N. Pope,I. Y. Park,2001,1
C. N. Pope,J. Barrett,1993,1
C. N. Pope,J. F. Vazquez-Poritz,2000,1
C. N. Pope,J. Liu,1997,1
C. N. Pope,J. Maharana,1997,1
C. N. Pope,J. Rahmfeld,1998,1
C. N. Pope,J. X. Lu,1999,1
C. N. Pope,James T. Liu,1999,5
C. N. Pope,K. S. Stelle,1992,21
C. N. Pope,K. Thielemans,1993,2
C. N. Pope,K. W. Xu,1992,10
C. N. Pope,K.-W. Xu,1994,3
C. N. Pope,M. Bremer,1998,1
C. N. Pope,M. Cvetic,1998,42
C. N. Pope,M. J. Duff,1995,10
C. N. Pope,M. J. Perry,1993,1
C. N. Pope,M. S. Bremer,1997,1
C. N. Pope,Mirjam Cvetic,2001,1
C. N. Pope,N. Khviengia,1996,2
C. N. Pope,N. P. Warner,2003,1
C. N. Pope,P. C. West,1992,1
C. N. Pope,P. Hoxha,1999,2
C. N. Pope,P. J. Ruback,1993,1
C. N. Pope,P. K. Townsend,1996,2
C. N. Pope,P. M. Cowdall,1996,1
C. N. Pope,P. Wagner,2002,1
C. N. Pope,R. Martinez-Acosta,1999,1
C. N. Pope,R. Mohayaee,1994,1
C. N. Pope,R. R. Martinez-Acosta,2000,1
C. N. Pope,S. A. Hartnoll,2002,1
C. N. Pope,S. C. Zhao,1993,2
C. N. Pope,S. Mukherji,1996,3
C. N. Pope,S. R. Scuro,1999,1
C. N. Pope,S. S. Gubser,1999,1
C. N. Pope,S. Schrans,1992,5
C. N. Pope,T. A Tran,1999,2
C. N. Pope,T. A. Tran,1997,7
C. N. Pope,T. R. Tran,1997,1
C. N. Pope,X. J. Wang,1992,15
C. N. Pope,Z. Khviengia,1994,5
C. N. Pope,Z. W. Chong,2002,1
C. N. Pope Amd J. Rahmfeld,H. Lu,1996,1
C. N. Pope Amd J. Rahmfeld,S. Mukherji,1996,1
C. Nagaraja Kumar,N. Gurappa,1996,1
C. Nagaraja Kumar,Prasanta. K. Panigrahi,1996,1
C. Neves,C. Wotzasek,2000,2
C. Neves,C. Wotzasek.,1995,1
C. Neves,D. C. Rodrigues,2001,1
C. Neves,E. M. C. De Abreu,1995,1
C. Neves,E. R. De Oliveira,2001,1
C. Neves,F. I. Takakura,2001,1
C. Neves,J. Ananias Neto,2000,4
C. Neves,W. Oliveira,2000,6
C. Nowak,G. Handrich,1998,1
C. Nunez,C. Scrucca,1998,1
C. Nunez,E. F. Moreno,1997,1
C. Nunez,E. Moreno,1996,1
C. Nunez,F. A. Schaposnik,1996,2
C. Nunez,F. Hussain,1998,1
C. Nunez,J. C. Le Guillou,1996,2
C. Nunez,M. Bertolini,1998,1
C. Nunez,P. Fre,1998,1
C. Nunez,R. Iengo,1998,1
C. Nu~Nez,E. Andres,1992,1
C. Nu~Nez,E. Moreno,1997,2
C. Nu~Nez,F. A. Schaposnik,1995,6
C. Nu~Nez,F. D. Mazzitelli,1995,1
C. Nu~Nez,G. Aldazabal,1992,1
C. Nu~Nez,G. Alejandro,1995,1
C. Nu~Nez,G. Silva,1998,1
C. Nu~Nez,I. Allekotte,1992,1
C. Nu~Nez,J. C. Le Guillou,1996,2
C. Nu~Nez,J. D. Edelstein,1995,1
C. Nu~Nez,J. J. Giambiagi,1995,1
C. Nu~Nez,O. Jofre,1993,1
C. Nu~Nez,S. Gonorazky,1998,1
C. O. Lousto,E. Elizalde,1995,1
C. O. Lousto,S. D. Odintsov,1995,1
C. Ohzeki,M. Yamanobe,1997,1
C. Ohzeki,T. Miyazaki,1997,1
C. Ordo~Nez,J. M. Pons,1993,1
C. Ordo~Nez,J. Paris,1993,1
C. Ordo~Nez,R. Toldr`A,1993,1
C. P,L. H. Yu,1993,1
C. P,Sun,1993,1
C. P. Bachas,M. B. Green,1997,2
C. P. Bachas,P. Bain,1999,1
C. P. Burgess,C. Skordis,2001,1
C. P. Burgess,D. Nolte,2001,1
C. P. Burgess,E. Filotas,2002,1
C. P. Burgess,F. Lemieux,2002,1
C. P. Burgess,F. Quevedo,1994,20
C. P. Burgess,F. Ravndal,2001,1
C. P. Burgess,G. Rajesh,2001,2
C. P. Burgess,G. Tasinato,2002,2
C. P. Burgess,H. Firouzjahi,2001,1
C. P. Burgess,I. Maksymyk,1997,2
C. P. Burgess,I. Zavala,2002,2
C. P. Burgess,J. M. Cline,2001,2
C. P. Burgess,J.-P. Derendinger,1995,2
C. P. Burgess,M. E. Knutt-Wehlau,1998,1
C. P. Burgess,M. Kamela,1998,2
C. P. Burgess,M. Klein,2002,1
C. P. Burgess,M. Majumdar,2001,1
C. P. Burgess,M. Quiros,1995,2
C. P. Burgess,M. T. Grisaru,1998,1
C. P. Burgess,M. Zebarjad,1998,1
C. P. Burgess,N. Hambli,1995,1
C. P. Burgess,N. R. Constable,1999,2
C. P. Burgess,P. Martineau,2001,3
C. P. Burgess,P. Page,1998,1
C. P. Burgess,R. C. Myers,1994,5
C. P. Burgess,R. Holman,2002,1
C. P. Burgess,R. Rabadan,2003,1
C. P. Burgess,R.-J. Zhang,2001,2
C. P. Burgess,S. L. Parameswaran,2002,2
C. P. Burgess,S.-J. Rey,2002,1
C. P. Burgess,Y. Aghababaie,2002,3
C. P. Constantinidis,C. S. Xiong,1994,1
C. P. Constantinidis,D. F. Marchioro,1999,1
C. P. Constantinidis,E. E. Leite,2002,1
C. P. Constantinidis,E. Vinteler,1995,1
C. P. Constantinidis,F. Gieres,2001,1
C. P. Constantinidis,F. P. Devecchi,1997,3
C. P. Constantinidis,F. Toppan,1998,1
C. P. Constantinidis,H. Aratyn,1992,2
C. P. Constantinidis,J. F. Gomes,1992,3
C. P. Constantinidis,L. A. Ferreira,1992,4
C. P. Constantinidis,L. Bonora,1994,4
C. P. Constantinidis,L. P. Colatto,1996,1
C. P. Constantinidis,M. S. Sarandy,2001,1
C. P. Constantinidis,O. Piguet,2001,1
C. P. Herzog,D. T. Son,2002,1
C. P. Herzog,I. R. Klebanov,2001,2
C. P. Herzog,L. Pando Zayas,2001,1
C. P. Herzog,S. S. Gubser,2001,1
C. P. Korthals Altes,G. Dvali,1997,1
C. P. Korthals Altes,K. Farakos,1997,1
C. P. Korthals Altes,S. Bronoff,1997,1
C. P. Korthals-Altes,S. Nicolis,1994,1
C. P. Martin,D. Sanchez-Ruiz,1999,3
C. P. Martin,E. Alvarez,1993,2
C. P. Martin,Enrique Alvarez,1995,1
C. P. Martin,F. Ruiz Ruiz,1992,9
C. P. Martin,G. Giavarini,1992,6
C. P. Martin,G. Leibbrandt,1998,1
C. P. Martin,J. M. Gracia-Bondia,1993,3
C. P. Martin,J. M.. Gracia-Bondia,1995,1
C. P. Martin,Jose M. Gracia-Bondia,1996,1
C. P. Martin,Joseph C. Varilly,1996,1
C. P. Martin,Luis Alvarez-Consul,1996,1
C. P. Natividade,H. Boschi Filho,1995,1
C. P. Natividade,H. Boschi-Filho,1996,4
C. P. Natividade,L. V. Belvedere,1995,3
C. P. Sun,X. F. Liu,2000,1
C. P. Sun X. F. Liu,S. X. Yu,2000,1
C. Park,J. De Boer,2000,1
C. Park,M. B. Halpern,2000,1
C. Paufler,H. Romer,2000,1
C. Pena,E. Gabrielli,1999,1
C. Pena,M. Garcia Perez,1999,3
C. Pena,P. Van Baal,1999,2
C. Pinheiro,F. A. B. Rabelo De Carvalho,1993,1
C. Pinheiro,G. O. Pires,1992,2
C. Procesi,Victor G. Kac,1993,1
C. Quesne,J. Beckers,1996,1
C. Quesne,M. Moshinsky,1995,1
C. Quesne,N. Debergh,1996,1
C. Quesne,Yu. F. Smirnov,1995,1
C. R. Fernandez-Pousa,J. L. Miramontes,1994,7
C. R. Fernandez-Pousa,J. Luis Miramontes,1999,1
C. R. Fernandez-Pousa,J. Sanchez Guillen,1994,3
C. R. Fernandez-Pousa,M. V. Gallas,1994,5
C. R. Fernandez-Pousa,T. J. Hollowood,1996,2
C. R. Gattringer,G. W. Semenoff,1996,4
C. R. Gattringer,L. D. Paniak,1996,2
C. R. Gattringer,S. Jaimungal,1997,2
C. R. Hagen,D. K. Park,1994,1
C. R. Hagen,E. C. G. Sudarshan,1993,1
C. R. Hagen,J. Anandan,1993,1
C. R. Hagen,M. E. Bowers,1998,1
C. R. Lee,G. L. Huang,1993,1
C. R. Nappi,E. Witten,1993,1
C. R. Ordonez,K. M. Apfeldorf,1994,1
C. R. Preitschopf,M. A. Vasiliev,1998,2
C. R. Preitschopf,P. Van Nieuwenhuizen,1997,1
C. R. Preitschopf,T. Hurth,1997,1
C. R. Stephens,Denjoe Oconnor,1993,6
C. R. Stephens,F. Freire,1996,1
C. R. Stephens,J. C. Lopez Vieyra,1996,4
C. R. Stephens,M. A. Van Eijck,1994,2
C. R. Stephens,M. A. Van Ejick,1993,1
C. R. Stephens,P. O. Hess,1996,4
C. R. Stephens,S. Dilcher,2000,1
C. Ramirez,H. Garcia-Compean,1997,11
C. Ramirez,J. F. Plebanski,1997,1
C. Ramirez,J. Gamboa,1992,1
C. Ramirez,M. Sabido,1999,4
C. Ramirez,O. Obregon,1997,11
C. Rasinariu,H. Aratyn,1996,2
C. Rasinariu,J. V. Mallow,1998,1
C. Rasinariu,P. Panigrahi,1998,1
C. Rasinariu,R. Dutt,1998,3
C. Rasinariu,S. Chaturvedi,1998,1
C. Rasinariu,U. P. Sukhatme,1998,1
C. Rasinariu,U. Sukhatme,1995,4
C. Reina,L. Bonora,1998,1
C. Reina,M. Nolasco,1992,1
C. Ringeval,J.-P. Uzan,2001,1
C. Ringeval,P. Peter,2001,1
C. Robin Graham,Edward Witten,1999,1
C. Roger,P. Marcel,1996,1
C. Roger,V. Ovsienko,1994,2
C. Rovelli,K. Krasnov,1999,1
C. Rovelli,L. Freidel,1999,1
C. Rovelli,R. De Pietri,1999,1
C. Rubano,G. Esposito,2003,1
C. Rubano,P. Scudellaro,1999,2
C. Rubano,R. De Ritis,1999,2
C. Rupp,E. Kraus,2002,1
C. Rupp,F. R. Klinkhamer,1997,2
C. Rupp,J. Erdmenger,1999,1
C. Rupp,K. Sibold,1999,2
C. S. Acatrinei,R. Iengo,1998,1
C. S. Aulakh,V. Soni,1992,2
