paper_id,author,year,affiliation
hep-th/0112195,P. Di Vecchia,2001,
hep-th/0112195,R. Marotta,2001,
hep-th/0108152,Juan Maldacena,2001,
hep-th/0108152,Gregory Moore,2001,
hep-th/0108152,Nathan Seiberg,2001,
hep-th/0112016,F. T. Brandt,2001,
hep-th/0112016,Ashok Das,2001,
hep-th/0112016,J. Frenkel,2001,
hep-th/0112016,J. C. Taylor,2001,
hep-th/0106140,Frederic Leblond,2001,
hep-th/0106140,Robert C. Myers,2001,
hep-th/0106140,David J. Winters,2001,
hep-th/0112167,P. Fonseca,2001,
hep-th/0112167,A. Zamolodchikov,2001,
hep-th/0108044,Krzysztof Gawedzki,2001,
hep-th/0101216,Richard J. Szabo,2001,
hep-th/0108030,M. Kirchbach,2001,
hep-th/0108030,D. V. Ahluwalia,2001,
hep-th/0101218,Cumrun Vafa,2001,
hep-th/0107211,M. Przanowski,2001,
hep-th/0107211,J. F. Plebanski,2001,
hep-th/0107211,S. Formanski,2001,
hep-th/0102167,V. A. Dolgushev,2001,
hep-th/0112082,Hitoshi Murayama,2001,"UC Berkeley,LBNL"
hep-th/0112082,Elena Perazzi,2001,LBNL
hep-th/0108001,Arvind Rajaraman,2001,
hep-th/0108001,Moshe Rozali,2001,
hep-th/0108093,Kazuo Hosomichi,2001,
hep-th/0111089,Jose J. Blanco-Pillado,2001,
hep-th/0111089,Martin Bucher,2001,"DAMTP, University of Cambridge"
hep-th/0101129,Bjorn Andreas,2001,
hep-th/0101129,Gottfried Curio,2001,
hep-th/0101129,Daniel Hernandez Ruiperez,2001,
hep-th/0101129,Shing-Tung Yau,2001,
hep-th/0103216,Dejan Stojkovic,2001,
hep-th/0111155,Atish Dabholkar,2001,
hep-th/0111155,Cumrun Vafa,2001,
hep-th/0104117,Kost Ilyenko,2001,"IRE NASU, Kharkiv, Ukraine"
hep-th/0103058,K. Zarembo,2001,
hep-th/0103205,S. L. Dubovsky,2001,
hep-th/0103049,Stefano Bellucci,2001,
hep-th/0103049,Anton Galajinsky,2001,
hep-th/0103049,Olaf Lechtenfeld,2001,
hep-th/0111199,Yoji Michishita,2001,
hep-th/0111199,Piljin Yi,2001,
hep-th/0109155,Mitsuko Abe,2001,
hep-th/0108138,Yoshiaki Koma,2001,1
hep-th/0108138,Miho Koma,2001,2
hep-th/0108138,Dietmar Ebert,2001,"2,3"
hep-th/0108138,Hiroshi Toki,2001,2
hep-th/0103023,G. Alexanian,2001,
hep-th/0103023,A. P. Balachandran,2001,
hep-th/0103023,G. Immirzi,2001,
hep-th/0103023,B. Ydri,2001,
hep-th/0112083,Dan Tomino,2001,
hep-th/0107241,Kimball A. Milton,2001,
hep-th/0102004,J. Beckers,2001,
hep-th/0102004,J. F. Cari~Nena,2001,
hep-th/0102004,N. Debergh,2001,
hep-th/0102004,G. Marmo,2001,
hep-th/0103175,Everton M. C. Abreu,2001,
hep-th/0103175,Alvaro De Souza Dutra,2001,UNESP/Guaratingueta
hep-th/0103202,Hans Peter Nilles,2001,
hep-th/0103202,Marco Peloso,2001,
hep-th/0103202,Lorenzo Sorbo,2001,
hep-th/0110208,Roland E. Allen,2001,
hep-th/0103244,Patrick Meessen,2001,ITF-KUL
hep-th/0103244,Tomas Ortin,2001,IFT-UAM/CSIC
hep-th/0109071,Dmitri Antonov,2001,"INFN, Pisa"
hep-th/0105081,Luigi Cantini,2001,
hep-th/0105081,Pietro Menotti,2001,
hep-th/0105081,Domenico Seminara,2001,
hep-th/0111215,Xavier Bekaert,2001,
hep-th/0111215,Sorin Cucu,2001,
hep-th/0104253,A. Mironov,2001,
hep-th/0106120,C. Grojean,2001,
hep-th/0106120,F. Quevedo,2001,
hep-th/0106120,G. Tasinato,2001,
hep-th/0106120,I. Zavala,2001,
hep-th/0107073,J.-L. Kneur,2001,
hep-th/0107073,D. Reynaud,2001,Montpellier U.
hep-th/0102165,J. Gutowski,2001,
hep-th/0102165,G. Papadopoulos,2001,
hep-th/0112135,Makoto Sakaguchi,2001,
hep-th/0108103,Shesansu Sekhar Pal,2001,
hep-th/0110064,Shinichi Nojiri,2001,
hep-th/0110064,Sergei D. Odintsov,2001,
hep-th/0109067,I. L. Buchbinder,2001,
hep-th/0109067,A. Pashnev,2001,
hep-th/0109067,M. Tsulaia,2001,
hep-th/0106223,Rafael I. Nepomechie,2001,
hep-th/0105064,C. N. Ferreira,2001,
hep-th/0105064,C. F. L. Godinho,2001,
hep-th/0103180,S. Bellucci,2001,
hep-th/0103180,V. Faraoni,2001,
hep-th/0103180,D. Babusci,2001,
hep-th/0109024,Elcio Abdalla,2001,
hep-th/0109024,Bertha Cuadros-Melgar,2001,
hep-th/0109024,Sze-Shiang Feng,2001,
hep-th/0109024,Bin Wang,2001,
hep-th/0108180,H. Weigel,2001,
hep-th/0105143,A. Imaanpur,2001,
hep-th/0108163,G. Smet,2001,
hep-th/0108163,T. Vanzielighem,2001,
hep-th/0108163,K. Van Acoleyen,2001,
hep-th/0108163,H. Verschelde,2001,
hep-th/0101081,J. Gamboa,2001,
hep-th/0101081,M. Loewe,2001,
hep-th/0101081,J. C. Rojas,2001,
hep-th/0103163,J. Sonnenschein,2001,
hep-th/0103163,A. Loewy,2001,
hep-th/0108238,M. R. Gaberdiel,2001,
hep-th/0108238,A. Recknagel,2001,King's College London
hep-th/0108086,D. G. C. Mckeon,2001,University of Western Ontario
hep-th/0108086,T. N. Sherry,2001,"National University of Ireland, Galway"
hep-th/0112078,Takahiro Kubota,2001,
hep-th/0112078,Jorgen Rasmussen,2001,
hep-th/0112078,Mark A. Walton,2001,
hep-th/0112078,Jian-Ge Zhou,2001,
hep-th/0101211,Yasuaki Hikida,2001,
hep-th/0101211,Masatoshi Nozaki,2001,
hep-th/0101211,Yuji Sugawara,2001,
hep-th/0104242,Hidenori Sonoda,2001,
hep-th/0110290,R. B. Rodrigues,2001,
hep-th/0110290,N. F. Svaiter,2001,
hep-th/0110290,R. D. M. De Paola,2001,
hep-th/0102128,Klaus Behrndt,2001,
hep-th/0102128,Gabriel Lopes Cardoso,2001,
hep-th/0102128,Dieter Lust,2001,
hep-th/0109070,Masashi Hamanaka,2001,"Univ. of Tokyo, YITP"
hep-th/0104254,Xenia De La Ossa,2001,
hep-th/0104254,Bogdan Florea,2001,
hep-th/0104254,Harald Skarke,2001,
hep-th/0101107,Daniel H. T. Franco,2001,
hep-th/0102189,Richard S. Wittman,2001,
hep-th/0105294,Jorgen Rasmussen,2001,
hep-th/0105294,Mark A. Walton,2001,
hep-th/0107185,Niclas Wyllard,2001,
hep-th/0104137,Jorge Alfaro,2001,
hep-th/0104137,Pedro Labra~Na,2001,Pontificia Universidad Cat\'{o}lica de Chile
hep-th/0106261,Andreas Karch,2001,
hep-th/0106261,Emanuel Katz,2001,
hep-th/0106261,Lisa Randall,2001,
hep-th/0102154,Ph. Brax,2001,
hep-th/0109027,M. Chabab,2001,"Marrakech Univ., Rabat Univ."
hep-th/0109027,N. El Biaze,2001,
hep-th/0109027,R. Markazi,2001,
hep-th/0109027,E. H. Saidi,2001,Rabat Univ.
hep-th/0109137,G. De Risi,2001,
hep-th/0109137,M. Gasperini,2001,
hep-th/0105250,Jerome P. Gauntlett,2001,
hep-th/0105250,Nakwoo Kim,2001,
hep-th/0105250,Stathis Pakis,2001,
hep-th/0105250,Daniel Waldram,2001,
hep-th/0110181,Gesualdo Delfino,2001,
hep-th/0106230,M. Mazza,2001,
hep-th/0106230,D. Zappala,2001,
hep-th/0106186,M. Bertolini,2001,
hep-th/0106186,V. L. Campos,2001,
hep-th/0106186,G. Ferretti,2001,
hep-th/0106186,P. Fre,2001,
hep-th/0106186,P. Salomonson,2001,
hep-th/0106186,M. Trigiante,2001,
hep-th/0104056,Anna Ceresole,2001,
hep-th/0104056,Gianguido Dallagata,2001,
hep-th/0104056,Renata Kallosh,2001,
hep-th/0104056,Antoine Van Proeyen,2001,
hep-th/0108064,Marcos Marino,2001,
hep-th/0108064,Cumrun Vafa,2001,
hep-th/0106003,D. B. Fairlie,2001,University of Durham
hep-th/0103254,Jun S. Song,2001,MIT
hep-th/0103254,Yun S. Song,2001,Stanford
hep-th/0103040,Mikhail S. Plyushchay,2001,
hep-th/0101189,P. Valtancoli,2001,
hep-th/0110114,Cosmas K Zachos,2001,
hep-th/0105059,David J. Gross,2001,ITP
hep-th/0105059,Washington Taylor,2001,"ITP, MIT"
hep-th/0107187,Wang-Chang Su,2001,
hep-th/0112143,G. S. Danilov,2001,
hep-th/0112142,L. Laperashvili,2001,"ITEP, Moscow, Russia"
hep-th/0112142,D. A. Ryzhikh,2001,"ITEP, Moscow, Russia"
hep-th/0105089,Y. Kinar,2001,
hep-th/0105089,G. Lifschytz,2001,
hep-th/0105089,J. Sonnenschein,2001,
hep-th/0108217,Hidenori Sonoda,2001,
hep-th/0103085,Ian Ellwood,2001,MIT
hep-th/0103085,Washington Taylor,2001,"ITP, MIT"
hep-th/0109091,Bo-Yu Hou,2001,
hep-th/0109091,Bo-Yuan Hou,2001,
hep-th/0109091,Rui-Hong Yue,2001,
hep-th/0112100,E. Sezgin,2001,
hep-th/0112100,P. Sundell,2001,
hep-th/0108151,A. Losev,2001,
hep-th/0108151,M. Shifman,2001,
hep-th/0101062,Valery N. Marachevsky,2001,
hep-th/0106082,J. Ambjorn,2001,"NBI, Copenhagen"
hep-th/0106082,J. Jurkiewicz,2001,U. Krakow
hep-th/0106082,R. Loll,2001,"AEI, Golm"
hep-th/0106082,G. Vernizzi,2001,U. Oxford
hep-th/0101098,J.-M. Chung,2001,
hep-th/0101098,B. K. Chung,2001,
hep-th/0103102,Vasilis Niarchos,2001,
hep-th/0103102,Nikolaos Prezas,2001,
hep-th/0107254,Shoichi Ichinose,2001,
hep-th/0101072,Gregory Soyez,2001,
hep-th/0111092,Akikazu Hashimoto,2001,
hep-th/0111092,N. Itzhaki,2001,
hep-th/0109028,Ahmed Jellal,2001,
hep-th/0110136,Partha Mukhopadhyay,2001,
hep-th/0101035,D. Dalmazi,2001,
hep-th/0101035,J. J. M. Verbaarschot,2001,
hep-th/0111181,Lay Nam Chang,2001,
hep-th/0111181,Djordje Minic,2001,
hep-th/0111181,Naotoshi Okamura,2001,
hep-th/0111181,Tatsu Takeuchi,2001,
hep-th/0104177,Panagiota Kanti,2001,
hep-th/0104177,Richard Madden,2001,
hep-th/0104177,Keith A. Olive,2001,
hep-th/0107172,Hong Liu,2001,
hep-th/0107172,Jeremy Michelson,2001,Rutgers University
hep-th/0101005,Khaled Saaidi,2000,
hep-th/0101005,Mohammad Khorrami,2000,
hep-th/0101029,L. Susskind,2001,Stanford U.
hep-th/0103074,Agapitos Hatzinikitas,2001,
hep-th/0103074,Ioannis Smyrnakis,2001,
hep-th/0107237,V. A. Karmanov,2001,
hep-th/0107237,J. Carbonell,2001,
hep-th/0107237,M. Mangin-Brinet,2001,
hep-th/0109092,Tuan A. Tran,2001,"Texas A,M University"
hep-th/0105214,Rong-Gen Cai,2001,
hep-th/0105214,Yuan-Zhong Zhang,2001,
hep-th/0109079,Z. Guralnik,2001,
hep-th/0102036,Kai Chen,2001,
hep-th/0102036,Bo-Yu Hou,2001,
hep-th/0108228,K. C. Hannabuss,2001,Oxford
hep-th/0110159,Gabor Etesi,2001,"Yukawa Institute, Kyoto University, Japan"
hep-th/0109144,Nobuyuki Motoyui,2001,
hep-th/0109144,Shogo Tominaga,2001,
hep-th/0109144,Mitsuru Yamada,2001,
hep-th/0104069,Christopher P. Herzog,2001,
hep-th/0104069,Peter Ouyang,2001,
hep-th/0102113,Rong-Gen Cai,2001,
hep-th/0103043,Heinrich Saller,2001,"Max-Planck-Institut f\""ur Physik"
hep-th/0105160,Shinichi Nojiri,2001,
hep-th/0105160,Sergei D. Odintsov,2001,
hep-th/0107223,E. Kh. Akhmedov,2001,
hep-th/0112257,Valeri V. Dvoeglazov,2001,Universidad de Zacatecas
hep-th/0104028,F. Abild-Pedersen,2001,
hep-th/0104028,G. Vernizzi,2001,
hep-th/0102162,L. Hoffmann,2001,
hep-th/0102162,T. Leonhardt,2001,
hep-th/0102162,L. Mesref,2001,
hep-th/0102162,W. Ruhl,2001,
hep-th/0105198,Y. M. Cho,2001,
hep-th/0105198,H. W. Lee,2001,
hep-th/0105198,D. G. Pak,2001,
hep-th/0105167,Israel Quiros,2001,Universidad Central de Las Villas. Santa Clara. Cuba
hep-th/0103056,Gordon Chalmers,2001,
hep-th/0112193,Stefan Forste,2001,
hep-th/0108033,S. Q. Wu,2001,
hep-th/0108033,X. Cai,2001,
hep-th/0109043,Joshua Feinberg,2001,
hep-th/0106134,Bayram Tekin,2001,
hep-th/0109016,Manuel Reenders,2001,
hep-th/0108019,Jose Alexandre Nogueira,2001,
hep-th/0108019,Pedro Leite Barbieri,2001,
hep-th/0106020,Stephen G. Naculich,2001,
hep-th/0106020,Howard J. Schnitzer,2001,
hep-th/0106020,Niclas Wyllard,2001,
hep-th/0108083,Dan Radu Grigore,2001,
hep-th/0104018,Yas-Hiro Quano,2001,Suzuka University of Medical Science
hep-th/0107159,Claudio A. Scrucca,2001,
hep-th/0107159,Marco Serone,2001,
hep-th/0111152,J. Alexandre,2001,
hep-th/0111152,J. Polonyi,2001,
hep-th/0111152,K. Sailer,2001,
hep-th/0112208,Heinrich Saller,2001,MPI fuer Physik
hep-th/0103164,H. Grosse,2001,
hep-th/0103164,J. Madore,2001,
hep-th/0103164,H. Steinacker,2001,
hep-th/0110296,Peter Gillan,2001,
hep-th/0112148,N. Graham,2001,
hep-th/0101105,P. B. Gilkey,2001,
hep-th/0101105,K. Kirsten,2001,
hep-th/0101105,D. V. Vassilevich,2001,
hep-th/0110252,Samuli Hemming,2001,
hep-th/0110252,Esko Keski-Vakkuri,2001,Helsinki Inst. of Physics
hep-th/0104035,Christopher T. Hill,2001,
hep-th/0104035,Stefan Pokorski,2001,
hep-th/0104035,Jing Wang,2001,
hep-th/0111023,Elso Drigo Filho,2001,
hep-th/0111023,Regina Maria Ricotta,2001,
hep-th/0110161,U. Trittmann,2001,
hep-th/0110227,J. A. Nieto,2001,
hep-th/0111190,Paul De Medeiros,2001,
hep-th/0111190,Jose Figueroa-Ofarrill,2001,
hep-th/0111190,Christopher Hull,2001,
hep-th/0111190,Bill Spence,2001,
hep-th/0108118,Olaf Lechtenfeld,2001,
hep-th/0108118,Alexander D. Popov,2001,
hep-th/0110101,Marco Picariello,2001,1
hep-th/0110101,Andrea Quadri,2001,1
hep-th/0110101,Silvio P. Sorella,2001,2
hep-th/0106241,Renata Kallosh,2001,
hep-th/0106241,Lev Kofman,2001,
hep-th/0106241,Andrei Linde,2001,
hep-th/0106241,Arkady Tseytlin,2001,
hep-th/0105050,Nathan Berkovits,2001,"IFT/UNESP, Sao Paulo"
hep-th/0106246,Adel Bilal,2001,
hep-th/0107028,Massimo Bianchi,2001,
hep-th/0107028,Michael B. Green,2001,
hep-th/0107028,Stefano Kovacs,2001,
hep-th/0107212,P. J. Heslop,2001,
hep-th/0107212,P. S. Howe,2001,
hep-th/0101061,R. A. Battye,2001,
hep-th/0101061,B. Carter,2001,
hep-th/0103087,Massimo Blasone,2001,
hep-th/0103087,Petr Jizba,2001,
hep-th/0103087,Giuseppe Vitiello,2001,
hep-th/0108124,Hideaki Aoyama,2001,
hep-th/0108124,Noriko Nakayama,2001,
hep-th/0108124,Masatoshi Sato,2001,
hep-th/0108124,Toshiaki Tanaka,2001,
hep-th/0110126,A. A. Belavin,2001,
hep-th/0110126,A. V. Odesskii,2001,
hep-th/0110126,R. A. Usmanov,2001,
hep-th/0101054,Jon Magne Leinaas,2001,
hep-th/0111269,I. Antoniadis,2001,CERN
hep-th/0111269,E. Kiritsis,2001,
hep-th/0111269,T. Tomaras,2001,"U. of Crete,FORTH"
hep-th/0106224,J. Y. Grandpeix,2001,Laboratoire de Meteorologie Dynamique-Paris
hep-th/0106224,F. Lurcat,2001,Laboratoire de Physique Theorique-Orsay
hep-th/0110081,Rafael I. Nepomechie,2001,
hep-th/0108046,I. Martin,2001,
hep-th/0108046,A. Restuccia,2001,
hep-th/0104072,Karim Ait Moussa,2001,
hep-th/0107193,S. E. Derkachov,2001,
hep-th/0107193,G. P. Korchemsky,2001,
hep-th/0107193,A. N. Manashov,2001,
hep-th/0110065,Tianjun Li,2001,
hep-th/0110220,Richard L. Hall,2001,
hep-th/0110220,Wolfgang Lucha,2001,
hep-th/0110220,F. F. Schoberl,2001,
hep-th/0107208,Sergio Zerbini,2001,
hep-th/0106225,I. Brevik,2001,
hep-th/0110207,Oleg V. Kechkin,2001,
hep-th/0104215,Bernard De Wit,2001,
hep-th/0104215,Martin Rocek,2001,
hep-th/0104215,Stefan Vandoren,2001,
hep-th/0107214,M. Banados,2001,
hep-th/0111245,Peter Rajan,2001,
hep-th/0105179,Michael Atiyah,2001,
hep-th/0105179,Paul Sutcliffe,2001,
hep-th/0111225,J. W. Moffat,2001,
hep-th/0102193,M. Bordag,2001,
hep-th/0102193,I. G. Pirozhenko,2001,
hep-th/0105180,Motoi Tachibana,2001,
hep-th/0104167,Toni Mateos,2001,
hep-th/0104167,Alex Moreno,2001,
hep-th/0107229,Ashok Das,2001,
hep-th/0107229,J. Maharana,2001,
hep-th/0107229,A. Melikyan,2001,
hep-th/0112032,Jisuke Kubo,2001,
hep-th/0112032,Masanori Nunami,2001,
hep-th/0106073,Matthias Arnsdorf,2001,
hep-th/0106073,Lee Smolin,2001,
hep-th/0110269,Csaba Csaki,2001,
hep-th/0106060,C. Ford,2001,
hep-th/0106060,G. Jorjadze,2001,
hep-th/0106060,G. Weigt,2001,
hep-th/0103019,Damien A. Easson,2001,
hep-th/0103019,Robert H. Brandenberger,2001,
hep-th/0107203,Sanefumi Moriyama,2001,Kyoto
hep-th/0105275,L. Laperashvili,2001,"ITEP, Moscow, Russia"
hep-th/0105275,H. B. Nielsen D. A. Ryzhikh,2001,"NBI, Copenhagen, Denmark"
hep-th/0108244,Joel Giedt,2001,
hep-th/0102110,Michael Haack,2001,
hep-th/0102110,Jan Louis,2001,
hep-th/0102110,Harvendra Singh,2001,
hep-th/0107067,Yi-Hong Gao,2001,
hep-th/0111236,Thomas Schucker,2001,
hep-th/0104042,Sergey Frolov,2001,
hep-th/0101022,A. A. Deriglazov,2001,
hep-th/0108222,Karen Elsner,2001,
hep-th/0111094,Bo-Yu Hou,2001,
hep-th/0111094,Dan-Tao Peng,2001,
hep-th/0104195,A. V. Smilga,2001,
hep-th/0104135,Itzhak Bars,2001,
hep-th/0104135,Soo-Jong Rey,2001,
hep-th/0101100,Ken-Ji Hamada,2001,KEK
hep-th/0111193,Louis-Pierre Arguin,2001,
hep-th/0107029,Dmitri Antonov,2001,"INFN, Pisa"
hep-th/0107218,Brook Williams,2001,
hep-th/0112099,Steven B. Giddings,2001,
hep-th/0112099,Aleksey Nudelman,2001,
hep-th/0111195,M. Moriconi,2001,
hep-th/0105060,A. R. Fazio,2001,
hep-th/0105060,V. E. R. Lemes,2001,
hep-th/0105060,M. S. Sarandy,2001,
hep-th/0105060,S. P. Sorella,2001,
hep-th/0101152,A. Zamolodchikov,2001,
hep-th/0101152,Al. Zamolodchikov,2001,
hep-th/0103236,D. V. Soroka,2001,
hep-th/0103236,V. A. Soroka,2001,
hep-th/0103236,J. Wess,2001,
hep-th/0102168,Takehiro Azuma,2001,
hep-th/0102168,Satoshi Iso,2001,
hep-th/0102168,Hikaru Kawai,2001,
hep-th/0102168,Yuhi Ohwashi,2001,
hep-th/0109017,Massimo Porrati,2001,
hep-th/0109167,Ruben Costa-Santos,2001,
hep-th/0109167,Barry M. Mccoy,2001,
hep-th/0105254,G. Arutyunov,2001,
hep-th/0105254,B. Eden,2001,
hep-th/0105254,E. Sokatchev,2001,
hep-th/0106139,D. Arnaudon,2001,
hep-th/0106139,A. Sedrakyan,2001,
hep-th/0106139,T. Sedrakyan,2001,
hep-th/0106139,P. Sorba,2001,
hep-th/0110077,T. Suyama,2001,
hep-th/0108003,Kazuya Koyama,2001,
hep-th/0108003,Jiro Soda,2001,
hep-th/0112210,Paul Koerber,2001,
hep-th/0112210,Alexander Sevrin,2001,
hep-th/0107165,Justin R. David,2001,
hep-th/0107165,Shiraz Minwalla,2001,
hep-th/0107165,Carlos Nunez,2001,
hep-th/0107197,I. Ya. Arefeva,2001,
hep-th/0107197,D. M. Belov,2001,
hep-th/0107197,A. S. Koshelev,2001,
hep-th/0107197,P. B. Medvedev,2001,
hep-th/0110215,Y. Kiem,2001,
hep-th/0110215,S. Lee,2001,
hep-th/0110215,S.-J. Rey,2001,
hep-th/0110215,H.-T. Sato,2001,
hep-th/0104142,Balram Rai,2001,
hep-th/0109120,Xiao-Gang Wen,2001,
hep-th/0109168,Renata Kallosh,2001,
hep-th/0110130,M. V. Cougo-Pinto,2001,
hep-th/0110130,C. Farina,2001,
hep-th/0110130,J. F. M. Mendes,2001,
hep-th/0110130,A. Tort,2001,
hep-th/0101083,R. Brustein,2001,
hep-th/0101083,S. Foffa,2001,
hep-th/0101083,G. Veneziano,2001,
hep-th/0108117,Vicente Di Clemente,2001,
hep-th/0108117,Yuri A. Kubyshin,2001,
hep-th/0102058,Kevin Cahill,2001,
hep-th/0106137,I. Ots,2001,
hep-th/0106137,R. Saar,2001,
hep-th/0106137,R.-K. Loide,2001,
hep-th/0106137,H. Liivat,2001,
hep-th/0107075,Dileep P. Jatkar,2001,
hep-th/0107075,Subrata Sur,2001,
hep-th/0107075,Radhika Vathsan,2001,
hep-th/0108196,Angel M. Uranga,2001,
hep-th/0106032,Alexei Khavaev,2001,
hep-th/0106032,Nicholas P. Warner,2001,
hep-th/0106124,N. Read,2001,
hep-th/0106124,H. Saleur,2001,
hep-th/0105204,C. P. Burgess,2001,
hep-th/0105204,M. Majumdar,2001,
hep-th/0105204,D. Nolte,2001,
hep-th/0105204,F. Quevedo,2001,
hep-th/0105204,G. Rajesh,2001,
hep-th/0105204,R.-J. Zhang,2001,
hep-th/0104179,Hsin-Chia Cheng,2001,
hep-th/0104179,Christopher T. Hill,2001,
hep-th/0104179,Stefan Pokorski,2001,
hep-th/0104179,Jing Wang,2001,
hep-th/0101122,N. A. Obers,2001,"Spinoza, ITF"
hep-th/0101122,B. Pioline,2001,"Harvard, LPTHE"
hep-th/0111285,Stefano Profumo,2001,
hep-th/0105287,Vladimir S. Dotsenko,2001,
hep-th/0105287,Jesper Lykke Jacobsen,2001,
hep-th/0105287,Marco Picco,2001,
hep-th/0110238,I. Y. Park,2001,
hep-th/0110238,C. N. Pope,2001,
hep-th/0110238,A. Sadrzadeh,2001,
hep-th/0106274,Gary Shiu,2001,
hep-th/0106274,S.-H. Henry Tye,2001,
hep-th/0102061,Andrei Barvinsky,2001,Lebedev Inst
hep-th/0102061,Saurya Das,2001,U. of Winnipeg
hep-th/0102061,Gabor Kunstatter,2001,U. of Winnipeg
hep-th/0107005,M. Bordag,2001,
hep-th/0107005,V. V. Nesterenko,2001,
hep-th/0107005,I. G. Pirozhenko,2001,
hep-th/0102092,M. M. Sheikh-Jabbari,2001,
hep-th/0101002,Takao Suyama,2000,
hep-th/0105320,Rainer Dick,2001,
hep-th/0103242,M. Billo,2001,
hep-th/0103242,A. Dadda,2001,
hep-th/0103242,P. Provero,2001,
hep-th/0103042,Itzhak Bars,2001,
hep-th/0103042,Cemsinan Deliduman,2001,
hep-th/0106099,Ruth Britto-Pacumio,2001,
hep-th/0106099,Alexander Maloney,2001,
hep-th/0106099,Mark Stern,2001,
hep-th/0106099,Andrew Strominger,2001,
hep-th/0111292,Paul H. Frampton,2001,
hep-th/0111292,Sheldon L. Glashow,2001,
hep-th/0111292,Thomas W. Kephart,2001,
hep-th/0111292,Ryan M. Rohm,2001,
hep-th/0112166,M. Porrati,2001,"Department of Physics, NYU"
hep-th/0101092,Jian Dai,2001,
hep-th/0101092,Xing-Chang Song,2001,"Theoretical Group, Department of Physics, Peking University"
hep-th/0102164,Chong-Sun Chu,2001,
hep-th/0102164,Rodolfo Russo,2001,
hep-th/0101174,Patrick Dorey,2001,
hep-th/0106209,Eva Silverstein,2001,
hep-th/0110118,A. J. M. Medved,2001,University of Alberta
hep-th/0112063,Vatche Sahakian,2001,
hep-th/0109140,Masato Ito,2001,Nagoya Univ.
hep-th/0112014,J. A. Gracey,2001,
hep-th/0111233,D. Arnaudon,2001,
hep-th/0111233,D. Karakhanyan,2001,
hep-th/0111233,M. Mirumyan,2001,
hep-th/0111233,A. Sedrakyan,2001,
hep-th/0111233,P. Sorba,2001,
hep-th/0108096,A. El Rhalami,2001,
hep-th/0108096,E. M. Sahraoui,2001,
hep-th/0108096,E. H. Saidi,2001,
hep-th/0109161,R. Haeussling,2001,Johannes Gutenberg-Univ. Mainz
hep-th/0110035,Per Kraus,2001,
hep-th/0110035,Masaki Shigemori,2001,
hep-th/0101225,G. Akemann,2001,
hep-th/0101225,P. H. Damgaard,2001,
hep-th/0106145,Kazuo Ghoroku,2001,
hep-th/0106145,Akihiro Nakamura,2001,
hep-th/0106205,Chong-Sun Chu,2001,
hep-th/0106205,John Madore,2001,
hep-th/0106205,Harold Steinacker,2001,
hep-th/0105097,Steven B. Giddings,2001,
hep-th/0105097,Shamit Kachru,2001,
hep-th/0105097,Joseph Polchinski,2001,
hep-th/0112245,Debabrata Basu,2001,
hep-th/0109219,Ludmil Hadjiivanov,2001,
hep-th/0109219,Todor Popov,2001,
hep-th/0111158,Ashok Das,2001,
hep-th/0111158,J. Maharana,2001,
hep-th/0111158,A. Melikyan,2001,
hep-th/0105171,Daniel Kabat,2001,
hep-th/0105171,Gilad Lifschytz,2001,
hep-th/0105171,David A. Lowe,2001,
hep-th/0106231,Debashis Ghoshal,2001,
hep-th/0107115,F. Lizzi,2001,
hep-th/0107115,R. J. Szabo,2001,
hep-th/0107115,A. Zampini,2001,
hep-th/0106236,Biswarup Mukhopadhyaya,2001,
hep-th/0106236,Soumitra Sengupta,2001,
hep-th/0106236,Saurabh Sur,2001,
hep-th/0102065,Mariusz P. Dabrowski,2001,
hep-th/0102111,M. Calixto,2001,
hep-th/0101095,Aaron Bergman,2001,
hep-th/0101095,Ori J. Ganor,2001,
hep-th/0101095,Joanna L. Karczmarek,2001,Princeton U.
hep-th/0112049,H. Garcia-Compean,2001,
hep-th/0112049,J. F. Plebanski,2001,
hep-th/0112049,M. Przanowski,2001,
hep-th/0112049,F. J. Turrubiates,2001,
hep-th/0108187,Justin Khoury,2001,
hep-th/0108187,Burt A. Ovrut,2001,
hep-th/0108187,Nathan Seiberg,2001,
hep-th/0108187,Paul J. Steinhardt,2001,
hep-th/0108187,Neil Turok,2001,
hep-th/0103185,D. M. Medeiros,2001,
hep-th/0103185,R. R. Landim,2001,
hep-th/0103185,C. A. S. Almeida,2001,
hep-th/0106249,B. Eden,2001,
hep-th/0106249,E. Sokatchev,2001,
hep-th/0112177,S. Ferrara,2001,
hep-th/0112177,M. A. Lledo,2001,
hep-th/0104036,Yuji Okawa,2001,
hep-th/0104036,Hirosi Ooguri,2001,Caltech
hep-th/0104010,Simeon Hellerman,2001,
hep-th/0104010,John Mcgreevy,2001,
hep-th/0108170,G. J. Galloway,2001,
hep-th/0108170,S. Surya,2001,
hep-th/0108170,E. Woolgar,2001,
hep-th/0109022,B. Basu-Mallick,2001,
hep-th/0109022,Kumar S. Gupta,2001,
hep-th/0106076,Antonino Flachi,2001,
hep-th/0106076,Ian G Moss,2001,
hep-th/0106076,David J Toms,2001,
hep-th/0111091,A. J. M. Medved,2001,University of Alberta
hep-th/0104191,Ashok Das,2001,
hep-th/0104191,Ziemowit Popowicz,2001,
hep-th/0109033,Matt Visser,2001,Washington University in Saint Louis
hep-th/0109033,Carlos Barcelo,2001,Washington University in Saint Louis
